pos,player,opp,status,points,year,week,team,team_score,team_away,team_away_score,team_manager,team_away_manager
BN,M. Breida,ARI,W 36-26,0,2019,11,Rui's Crew,117.62,Goldcity,87.34,Patrick,Hagen
BN,D. Jones,BYE,BYE,0,2019,11,Rui's Crew,117.62,Goldcity,87.34,Patrick,Hagen
QB,L. Jackson,@LAR,W 45-6,36.26,2019,12,Angst Potter,132.36,N'Keal and the Hyde B Fitz,120.1,Hubner,Ha
RB,A. Kamara,CAR,W 34-31,14.7,2019,12,Angst Potter,132.36,N'Keal and the Hyde B Fitz,120.1,Hubner,Ha
RB,C. Carson,@PHI,W 17-9,7.7,2019,12,Angst Potter,132.36,N'Keal and the Hyde B Fitz,120.1,Hubner,Ha
WR,C. Ridley,TB,L 22-35,19,2019,12,Angst Potter,132.36,N'Keal and the Hyde B Fitz,120.1,Hubner,Ha
WR,J. Washington,@CIN,W 16-10,17.3,2019,12,Angst Potter,132.36,N'Keal and the Hyde B Fitz,120.1,Hubner,Ha
TE,G. Olsen,@NO,L 31-34,6.9,2019,12,Angst Potter,132.36,N'Keal and the Hyde B Fitz,120.1,Hubner,Ha
FLEX,D. Montgomery,NYG,W 19-14,4.1,2019,12,Angst Potter,132.36,N'Keal and the Hyde B Fitz,120.1,Hubner,Ha
FLEX,T. Gurley,BAL,L 6-45,3.4,2019,12,Angst Potter,132.36,N'Keal and the Hyde B Fitz,120.1,Hubner,Ha
K,Y. Koo,TB,L 22-35,10,2019,12,Angst Potter,132.36,N'Keal and the Hyde B Fitz,120.1,Hubner,Ha
DEF,Ravens DEF,@LAR,W 45-6,13,2019,12,Angst Potter,132.36,N'Keal and the Hyde B Fitz,120.1,Hubner,Ha
BN,K. Allen,BYE,BYE,0,2019,12,Angst Potter,132.36,N'Keal and the Hyde B Fitz,120.1,Hubner,Ha
BN,R. Woods,BAL,L 6-45,12.7,2019,12,Angst Potter,132.36,N'Keal and the Hyde B Fitz,120.1,Hubner,Ha
BN,L. Murray,CAR,W 34-31,12.4,2019,12,Angst Potter,132.36,N'Keal and the Hyde B Fitz,120.1,Hubner,Ha
BN,B. Hill,TB,L 22-35,4.2,2019,12,Angst Potter,132.36,N'Keal and the Hyde B Fitz,120.1,Hubner,Ha
BN,G. Edwards,@LAR,W 45-6,5.5,2019,12,Angst Potter,132.36,N'Keal and the Hyde B Fitz,120.1,Hubner,Ha
BN,D. Singletary,DEN,W 20-3,11.9,2019,12,Angst Potter,132.36,N'Keal and the Hyde B Fitz,120.1,Hubner,Ha
QB,R. Wilson,@PHI,W 17-9,9.5,2019,12,N'Keal and the Hyde B Fitz,120.1,Angst Potter,132.36,Ha,Hubner
RB,D. Henry,JAX,W 42-20,28,2019,12,N'Keal and the Hyde B Fitz,120.1,Angst Potter,132.36,Ha,Hubner
RB,J. Samuels,@CIN,W 16-10,4.7,2019,12,N'Keal and the Hyde B Fitz,120.1,Angst Potter,132.36,Ha,Hubner
WR,M. Thomas,CAR,W 34-31,21.1,2019,12,N'Keal and the Hyde B Fitz,120.1,Angst Potter,132.36,Ha,Hubner
WR,D. Moore,@NO,L 31-34,28.4,2019,12,N'Keal and the Hyde B Fitz,120.1,Angst Potter,132.36,Ha,Hubner
TE,D. Waller,@NYJ,L 3-34,5.6,2019,12,N'Keal and the Hyde B Fitz,120.1,Angst Potter,132.36,Ha,Hubner
FLEX,T. Hilton,@HOU,L 17-20,3.3,2019,12,N'Keal and the Hyde B Fitz,120.1,Angst Potter,132.36,Ha,Hubner
FLEX,M. Andrews,@LAR,W 45-6,5.5,2019,12,N'Keal and the Hyde B Fitz,120.1,Angst Potter,132.36,Ha,Hubner
K,M. Gay,@ATL,W 35-22,2,2019,12,N'Keal and the Hyde B Fitz,120.1,Angst Potter,132.36,Ha,Hubner
DEF,Steelers DEF,@CIN,W 16-10,12,2019,12,N'Keal and the Hyde B Fitz,120.1,Angst Potter,132.36,Ha,Hubner
BN,L. Fitzgerald,BYE,BYE,0,2019,12,N'Keal and the Hyde B Fitz,120.1,Angst Potter,132.36,Ha,Hubner
BN,C. Hyde,IND,W 20-17,6.7,2019,12,N'Keal and the Hyde B Fitz,120.1,Angst Potter,132.36,Ha,Hubner
BN,S. Diggs,BYE,BYE,0,2019,12,N'Keal and the Hyde B Fitz,120.1,Angst Potter,132.36,Ha,Hubner
BN,J. Conner,@CIN,W 16-10,0,2019,12,N'Keal and the Hyde B Fitz,120.1,Angst Potter,132.36,Ha,Hubner
BN,D. Watson,IND,W 20-17,18.92,2019,12,N'Keal and the Hyde B Fitz,120.1,Angst Potter,132.36,Ha,Hubner
BN,S. Michel,DAL,W 13-9,8.5,2019,12,N'Keal and the Hyde B Fitz,120.1,Angst Potter,132.36,Ha,Hubner
QB,T. Brady,DAL,W 13-9,11.3,2019,12,Sportfreunde Speasy,137.2,Die EXperten,74.78,Speasy,Markus
RB,F. Gore,DEN,W 20-3,6.5,2019,12,Sportfreunde Speasy,137.2,Die EXperten,74.78,Speasy,Markus
RB,C. McCaffrey,@NO,L 31-34,29.8,2019,12,Sportfreunde Speasy,137.2,Die EXperten,74.78,Speasy,Markus
WR,M. Jones,@WAS,L 16-19,7.1,2019,12,Sportfreunde Speasy,137.2,Die EXperten,74.78,Speasy,Markus
WR,T. Lockett,@PHI,W 17-9,4.3,2019,12,Sportfreunde Speasy,137.2,Die EXperten,74.78,Speasy,Markus
TE,J. Cook,CAR,W 34-31,18.9,2019,12,Sportfreunde Speasy,137.2,Die EXperten,74.78,Speasy,Markus
FLEX,J. Landry,MIA,W 41-24,31.8,2019,12,Sportfreunde Speasy,137.2,Die EXperten,74.78,Speasy,Markus
FLEX,M. Gallup,@NE,L 9-13,7.5,2019,12,Sportfreunde Speasy,137.2,Die EXperten,74.78,Speasy,Markus
K,G. Zuerlein,BAL,L 6-45,7,2019,12,Sportfreunde Speasy,137.2,Die EXperten,74.78,Speasy,Markus
DEF,Bills DEF,DEN,W 20-3,13,2019,12,Sportfreunde Speasy,137.2,Die EXperten,74.78,Speasy,Markus
BN,P. Rivers,BYE,BYE,0,2019,12,Sportfreunde Speasy,137.2,Die EXperten,74.78,Speasy,Markus
BN,A. Thielen,BYE,BYE,0,2019,12,Sportfreunde Speasy,137.2,Die EXperten,74.78,Speasy,Markus
BN,D. Freeman,TB,L 22-35,0,2019,12,Sportfreunde Speasy,137.2,Die EXperten,74.78,Speasy,Markus
BN,M. Gordon,BYE,BYE,0,2019,12,Sportfreunde Speasy,137.2,Die EXperten,74.78,Speasy,Markus
BN,J. Howard,SEA,L 9-17,0,2019,12,Sportfreunde Speasy,137.2,Die EXperten,74.78,Speasy,Markus
BN,D. Johnson,@CIN,W 16-10,4.4,2019,12,Sportfreunde Speasy,137.2,Die EXperten,74.78,Speasy,Markus
QB,D. Prescott,@NE,L 9-13,6.88,2019,12,Die EXperten,74.78,Sportfreunde Speasy,137.2,Markus,Speasy
RB,L. Bell,LV,W 34-3,13.3,2019,12,Die EXperten,74.78,Sportfreunde Speasy,137.2,Markus,Speasy
RB,J. White,DAL,W 13-9,0.4,2019,12,Die EXperten,74.78,Sportfreunde Speasy,137.2,Markus,Speasy
WR,A. Robinson,NYG,W 19-14,22.1,2019,12,Die EXperten,74.78,Sportfreunde Speasy,137.2,Markus,Speasy
WR,A. Cooper,@NE,L 9-13,0,2019,12,Die EXperten,74.78,Sportfreunde Speasy,137.2,Markus,Speasy
TE,R. Griffin,LV,W 34-3,8.8,2019,12,Die EXperten,74.78,Sportfreunde Speasy,137.2,Markus,Speasy
FLEX,K. Golladay,@WAS,L 16-19,8.1,2019,12,Die EXperten,74.78,Sportfreunde Speasy,137.2,Markus,Speasy
FLEX,C. Sutton,@BUF,L 3-20,3.2,2019,12,Die EXperten,74.78,Sportfreunde Speasy,137.2,Markus,Speasy
K,K. Fairbairn,IND,W 20-17,8,2019,12,Die EXperten,74.78,Sportfreunde Speasy,137.2,Markus,Speasy
DEF,Bears DEF,NYG,W 19-14,4,2019,12,Die EXperten,74.78,Sportfreunde Speasy,137.2,Markus,Speasy
BN,K. Cousins,BYE,BYE,0,2019,12,Die EXperten,74.78,Sportfreunde Speasy,137.2,Markus,Speasy
BN,D. Parker,@CLE,L 24-41,12.1,2019,12,Die EXperten,74.78,Sportfreunde Speasy,137.2,Markus,Speasy
BN,H. Henry,BYE,BYE,0,2019,12,Die EXperten,74.78,Sportfreunde Speasy,137.2,Markus,Speasy
BN,T. Hill,BYE,BYE,0,2019,12,Die EXperten,74.78,Sportfreunde Speasy,137.2,Markus,Speasy
BN,J. Williams,@SF,L 8-37,11.5,2019,12,Die EXperten,74.78,Sportfreunde Speasy,137.2,Markus,Speasy
BN,Eagles DEF,SEA,L 9-17,11,2019,12,Die EXperten,74.78,Sportfreunde Speasy,137.2,Markus,Speasy
